שם יישוב,קוד יישוב ,שם מחוז,אסדרה,מתח,סוג המונה,ביתי/ לא ביתי,(GVA) גודל חיבור
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
חיפה,4000,חיפה,אסדרה קיימת,נמוך,בסיסי,ביתי,0.01732
